condition,runs,skip_rate_mean_pct,skip_rate_std_pct,heavy_calls_mean,heavy_calls_std,cross_reuse_rate_mean_pct,cross_reuse_rate_std_pct,sim_mean_mean,sim_mean_std,heavy_latency_ms_mean,heavy_latency_ms_std
strict_calib,3,99.30555555555556,0.24056261216233857,1.6666666666666667,0.5773502691896257,73.71576245560986,20.801378558037694,0.9888483284164474,0.0010188522980512508,400.182266663857,202.78010396914948
strict_no_calib,3,98.75,0.0,3.0,0.0,0.0,0.0,0.9860832194068093,0.00016381468445695373,486.25615555404994,13.211208525932273
