agent_id,frame,decision,sim,stored_label,used_packet_agent,used_packet_ts
agent_2,1,heavy,,,,
agent_2,2,skipped,0.9981441497802734,Person,agent_2,1770270443.2867017
agent_2,3,skipped,0.9971988797187805,Person,agent_2,1770270443.2867017
agent_2,4,skipped,0.9971909523010254,Person,agent_2,1770270443.2867017
agent_2,5,skipped,0.9977396726608276,Person,agent_2,1770270443.2867017
agent_2,6,skipped,0.9975885152816772,Person,agent_2,1770270443.2867017
agent_2,7,skipped,0.9979894161224365,Person,agent_2,1770270443.2867017
agent_2,8,skipped,0.9982448816299438,Person,agent_2,1770270443.2867017
agent_2,9,skipped,0.9982837438583374,Person,agent_2,1770270443.2867017
agent_2,10,skipped,0.9932763576507568,Person,agent_2,1770270443.2867017
agent_2,11,skipped,0.9940148591995239,Person,agent_2,1770270443.2867017
agent_2,12,skipped,0.9925535917282104,Person,agent_2,1770270443.2867017
agent_2,13,skipped,0.9935493469238281,Person,agent_2,1770270443.2867017
agent_2,14,skipped,0.9940317869186401,Person,agent_2,1770270443.2867017
agent_2,15,skipped,0.9936877489089966,Person,agent_2,1770270443.2867017
agent_2,16,skipped,0.9931553602218628,Person,agent_2,1770270443.2867017
agent_2,17,skipped,0.9939055442810059,Person,agent_2,1770270443.2867017
agent_2,18,skipped,0.997265100479126,Person,agent_2,1770270443.2867017
agent_2,19,skipped,0.9971888065338135,Person,agent_2,1770270443.2867017
agent_2,20,skipped,0.997840404510498,Person,agent_2,1770270443.2867017
